key,year,city,city 2,language,language 2,author (normalized),title,title_EN,BASE CONTENT,AUTHOR NAME,AUTHOR NAME 2,AUTHOR DESCRIPTION,AUTHOR DESCRIPTION 2,EUCLID REF,EUCLID DESCRIPTION,EUCLID DESCRIPTION 2,OTHER NAMES,PATRON REF,EDITION INFO 2,EDITION INFO,PRIVILEGES,VERBS,EXPLICITLY STATED: TRANSLATED FROM,EXPLICITLY STATED: TRANSLATED TO,RECIPIENT VERBS,EXPLICIT RECIPIENT 2,EXPLICIT RECIPIENT,GREEK IN NON GREEK BOOKS,INNOVATION,INSTITUTIONS,ENRICHED WITH,BOUND WITH,ELEMENTS DESIGNATION,invalid transcription,IMPRINT DATE,IMPRINT PUBLISHER,IMPRINT PLACE,IMPRINT PRIVILEGES,IMPRINT DEDICATION,IMPRINT AUTHOR NAME,IMPRINT AUTHOR DESCRIPTION,tagger,CONTENT DESC,CONTENT DESC 2,ADDITIONAL CONTENT,ADDITIONAL CONTENT 2,author (orig),publisher (orig),publisher (normalized),colophon,imprint,imprint_EN,format,books,volumesCount,wClass,ustc_id,scan_url,tp_url,tp_url_alt,frontispiece_url,frontispiece_type,frontispiece_text,frontispiece_text_EN,notes,has_red,tp_design,num_of_types,frame_type,engraving,printer_device,font_types,calligraphic_features,other_names_classification,included_in_studies,tp_illustration,annotations
Paris_1516,1516,Paris,,LATIN,,Jacques Lefèvre d'Étaples,"CONTENTA. EVCLIDIS Megarensis Geometricorum el-ementorum libri XV. CAMPANI Galli transalpini in eosdem commentariorum libri XV. THEONIS Alexandrini Bartholamæo Zamberto Veneto interprete, in tredecim priores, commentariorum libri XIII. HYPSICLIS Alexandrini in duos posteriores, eodem Bartholamæo Zamberto Veneto interprete, commentariorum libri
II. VTCVNQVE NOSTER VALVIT LABOR conciliata sunt hæc omnia, ad studiosorum non paruam (quam optamus) vtilitatem: id Magnifico D. FRANCISCO Briconneto postulante. Si hæc beneuole suscipiantur, & fructum adferant quem cupimus: alia eiusdem authoris opera prodibunt in lucem, successum præstante deo, & adiutoribus (vbivbi gentium sint) ad bonarum literarum institutionem probe affectis Gallis, Italis, Germanis, Hispanis, Anglis. quibus omnibus prospera imprecamur: & puram pro dignitate veramque cognitionis lucem.","CONTENT. EVCLIDIS of Megara's fifteen books of geometric elements. CAMPANUS of Gallia Transalpina's fifteen books of commentary on the same. THEON of Alexandria, interpreted by Bartholomew Zamberto of Venice, thirteen books of commentary on the first thirteen. HYPSICLES of Alexandria, on the last two, interpreted by the same Bartholomew Zamberto of Venice, two books of commentary. HOWEVER OUR LABOR HAS BEEN WORTHWHILE, all these have been compiled for the not insignificant (we hope) benefit of students: at the request of the Magnificent D. FRANCISCO Briconneto. If these are received kindly, and bring the fruit we desire: other works of the same author will come to light, with the success granted by God, and with the help of those (wherever they may be) well-disposed towards the establishment of good letters, whether they be French, Italians, Germans, Spaniards, or English. To all of whom we wish prosperity: and a pure and true light of knowledge worthy of their dignity.",,Bartholamæo Zamberto Veneto,,interprete,,EVCLIDIS,Megarensis,,"CAMPANI Galli transalpini, THEONIS Alexandrini, HYPSICLIS Alexandrini, Bartholamæo Zamberto Veneto",id Magnifico D. FRANCISCO Briconneto postulante,,,,"interprete, conciliata",,,,"Gallis, Italis, Germanis, Hispanis, Anglis",studiosorum,,,,,"CAMPANI Galli transalpini in eosdem commentariorum libri XV, THEONIS Alexandrini Bartholamæo Zamberto Veneto interprete, in tredecim priores, commentariorum libri XIII, HYPSICLIS Alexandrini in duos posteriores, eodem Bartholamæo Zamberto Veneto interprete, commentariorum libri II",EVCLIDIS Megarensis Geometricorum el-ementorum libri XV,,,Henrici Stephani,PARISIIS,,,,,ai_02_14-55,,,"EVCLIDIS Megarensis Geometricorum el-ementorum libri XV. CAMPANI Galli transalpini in eosdem commentariorum libri XV. THEONIS Alexandrini Bartholamæo Zamberto Veneto interprete, in tredecim priores, commentariorum libri XIII. HYPSICLIS Alexandrini in duos posteriores, eodem Bartholamæo Zamberto Veneto interprete, commentariorum libri
II",,,Henrici Stephani,Henri Estienne,"EVCLIDIS MEGARENSIS CLARISSIMI PHIlosophi
Mathematicorumque facile principis, primum ex Campani, deinde
ex Theonis in priores tredecim, & Hypsiclis Alexandrini in duos posteriores, Graecorum philosophorum traditionibus, Bartholamæo Zamberto Veneto interprete: geometricorum Elementorum librorum quindecim. Finis.",PARISIIS in oicina Henrici Stephani e regione scholæ Decretorum.,PARIS at the office of Henri Estienne across from the school of Decrees.,Folio,Elements 1–15,1,D’ÉTAPLES,,https://github.com/ReallyLiri/elements-facsimile/blob/main/docs/Paris_1516.pdf,/tps/Paris_1516_tp.png,,,,,,,False,typographic,5,none,none,False,"roman, majuscule roman, italics",,"contemporary, ancient",,,
Basel_1533,1533,Basel,,GREEK,LATIN,Simon Grynaeus,"ΕΥΚΛΕΙΔΟΥ ΣΤΟΙΧΕΙΩΝ ΒΙΒΛ. ΙΕ’. ΕΚ ΤΩΝ ΘΕΩΝΟΣ ΣΥΝΟΥΣΙΩΝ. Εἰς του αὐτοῦ τὸ πρῶτον, ἐξηγημάτων Πρόκλου βιβ. δ΄. Adiecta præfatiuncula in qua de disciplinis Mathematicis nonnihil.","EUCLID'S ELEMENTS BOOK XV. FROM THEON'S COMMENTARIES. On the same, the first, Proclus' explanations book iv. With a preface in which something about the Mathematical disciplines.",ΕΥΚΛΕΙΔΟΥ ΣΤΟΙΧΕΙΩΝ ΒΙΒΛ. ΙΕ’,,,,,ΕΥΚΛΕΙΔΟΥ,ΣΤΟΙΧΕΙΩΝ ΒΙΒΛ. ΙΕ’,,"ΘΕΩΝΟΣ, Πρόκλου",,,,,,,,,,,,,,præfatiuncula in qua de disciplinis Mathematicis nonnihil,"ΘΕΩΝΟΣ ΣΥΝΟΥΣΙΩΝ, ἐξηγημάτων Πρόκλου βιβ. δ΄",,,ANNO M. D. XXXIII. MENSE SEPTEMBRI.,IOAN. HERVAGIVM,BASILEAE,,,,,ai_02_14-55,ΕΚ ΤΩΝ ΘΕΩΝΟΣ ΣΥΝΟΥΣΙΩΝ,,"Εἰς του αὐτοῦ τὸ πρῶτον, ἐξηγημάτων Πρόκλου βιβ. δ΄",Adiecta præfatiuncula in qua de disciplinis Mathematicis nonnihil,,IOAN. HERVAGIVM,Johann Herwagen,"BASILEAE APVD IOAN. HERVAGIVM ANNO M. D.
XXXIII. MENSE SEPTEMBRI.","BASILEAE APVD IOAN. HERVAGIVM ANNO M. D.
XXXIII. MENSE SEPTEMBRI.","BASLE AT IOAN. HERVAGIUS IN THE YEAR 1533, IN THE MONTH OF SEPTEMBER.",Folio,Elements 1–15,1,ZAMBERTI/GRYNAEUS (THEON),,https://www.google.com/books/edition/Euclidis_Elementorum_libri_XV/VBVSP056oZwC,/tps/Basel_1533_tp.png,,,,,,,False,typographic,4,none,woodcut,True,"roman, majuscule roman",,"contemporary, ancient",dh,,many
Basel_1537,1537,Basel,,LATIN,,Christian Herlin,"EVCLIDIS MEGARENSIS MATHEMATICI CLARISSIMI EL-
EMENtorum Geometricorum. Lib. XV. Cum expositione THEONIS in priores XIII à Batholomæo Veneto latinitate donata, CAMPANI in omnes, & HYPSICLIS Alexandrini in duos postremos. His adiecta sunt Phænomena, Catoptrica & Optica, deinde Protheoria Marini & Data, Postremûm uero, Opusculum de Leui & Ponderoso, hactenus non uisum, eiusdem autoris.","EUCLID OF MEGARA, THE MOST FAMOUS MATHEMATICIAN, GEOMETRIC ELEMENTS. Book XV. With the exposition of THEON on the first XIII translated into Latin by Bartholomew of Venice, CAMPANUS on all, & HYPSICLES of Alexandria on the last two. Added to these are the Phenomena, Catoptrics & Optics, then the Protheoria of Marinus & Data, and finally, the Treatise on the Light and the Heavy, hitherto unseen, by the same author.","EL-
EMENtorum Geometricorum. Lib. XV.",,,,,EVCLIDIS,MEGARENSIS MATHEMATICI CLARISSIMI,,"THEONIS, CAMPANI, HYPSICLIS Alexandrini, Batholomæo Veneto",,,,,donata,latinitate,,,,,,,,,"expositione THEONIS, CAMPANI in omnes, HYPSICLIS Alexandrini in duos postremos, Phænomena, Catoptrica, Optica, Protheoria Marini, Data, Opusculum de Leui & Ponderoso",,,ANNO M. D. XXXVII.,IOHANNEM HERVAGIUM,BASILEAE,Cum priuilegio Cæsareo.,,,,ai_02_14-55,,,"Cum expositione THEONIS in priores XIII à Batholomæo Veneto latinitate donata, CAMPANI in omnes, & HYPSICLIS Alexandrini in duos postremos. His adiecta sunt Phænomena, Catoptrica & Optica, deinde Protheoria Marini & Data, Postremûm uero, Opusculum de Leui & Ponderoso, hactenus non uisum, eiusdem autoris.",,,IOHANNEM HERVAGIUM,Johann Herwagen,"BASILEAE APVD IOHANNEM HERVAGIVM, ANNO
M. D. XXXVII. MENSE AVGVSTO.","BASILEAE APVD IOHANNEM HERVAGIUM, MENSE
AVGVSTO. ANNO M. D. XXXVII. Cum priuilegio Cæsareo.","BASEL AT IOHANNES HERVAGIUS, IN THE MONTH
OF AUGUST. YEAR 1537. With Imperial privilege.",Folio,Elements 1–15; Phaenomena; Catoptrica; Optica; Data; De levi et ponderoso,1,D’ÉTAPLES,,https://www.google.com/books/edition/Evclidis_Megariensis_Mathematici_Clariss/2nIkNLZ9GvQC,/tps/Basel_1537_tp.png,,,,,,,False,typographic,5,none,woodcut,True,"roman, majuscule roman",,"contemporary, ancient",,,
Strasbourg_1538,1538,Strasbourg,,GREEK,LATIN,Josias Rihel (?),ΕΥΚΛΕΙΔΟΥ ΤΩΝ ΠΕΝΤΕ ΚΑΙ ΔΕΚΑ ΣΤΟΙΧΕΙΩΝ ἐκ τῶν του Θέωνος συνουσιῶν τὸ πρῶτον.,EUCLID'S ELEMENTS OF THE FIFTEEN FROM THE THEON'S COMMENTARIES the first.,ΕΥΚΛΕΙΔΟΥ ΤΩΝ ΠΕΝΤΕ ΚΑΙ ΔΕΚΑ ΣΤΟΙΧΕΙΩΝ,,,,,ΕΥΚΛΕΙΔΟΥ,,,Θέωνος,,,,,,,,,,,,,,,ἐκ τῶν του Θέωνος συνουσιῶν,,,M.D.XXXVIII. Mense Augusto.,Vuendelinum Rihelium,ARGENTORATI,,,,,ai_02_14-55,ἐκ τῶν του Θέωνος συνουσιῶν τὸ πρῶτον,,,,Rihel (?),Rihelius,Josias Rihel (?),"ARGENTORATI APVD Vuendelinum Rihelium Anno.
M. D. XXXVIII. Mense Sept.",ARGENTORATI APVD Vuendelinum Rihelium. Anno Domini M.D.XXXVIII. Mense Augusto.,ARGENTORATI AT Vuendelina Rihelium. In the Year of Our Lord 1538. In the Month of August.,Quarto,Elements 1,1,ZAMBERTI/GRYNAEUS (THEON),,https://www.google.com/books/edition/Eukleidu_T%C5%8Dn_Pente_Kai_Deka_Stoichei%C5%8Dn/PclWAAAAcAAJ,/tps/Strasbourg_1538_tp.png,,,,,,,False,typographic,5,none,none,False,"majuscule roman, roman",,ancient,,,
Venice_1543,1543,Venice,,ITALIAN,,Niccolò Tartaglia,"EVCLIDE MEGARENSE PHILOSOPHO: SOLO INTROD-VTTORE DELLE SCIENTIE MATHEMATICE: DILIGENTE-MENTE REASSETTATO, ET ALLA INTEGRITA RIDOTTO
PER IL DEGNO Professore di tal Scientie Nicolo Tartalea, BRISCIANO, Secondo le due Tradottioni: E PER COMMVNE COMMODO & vtilita di latino in volgar tradotto. CON VNA AMPLA ESPOSITIONE DELLO ISTESSO TRADOTTORE DI
NOVO AGGIONTA. Talmente chiara, che ogni mediocre ingegno, senza la notitia, ouer suffragio di alcun’altra scientia con facilita, sera capace à poterlo intendere.","EVCLIDE MEGARENSE PHILOSOPHER: SOLE INTRODUCER OF MATHEMATICAL SCIENCES: DILIGENTLY REASSEMBLED, AND RESTORED TO INTEGRITY
BY THE WORTHY Professor of such Sciences Nicolo Tartalea, FROM BRESCIA, According to the two Translations: AND FOR COMMON BENEFIT & utility translated from Latin into the vernacular. WITH A BROAD EXPLANATION BY THE SAME TRANSLATOR NEWLY ADDED. So clear, that any average intellect, without the knowledge, or support of any other science, will easily be able to understand it.",EVCLIDE MEGARENSE PHILOSOPHO,Nicolo Tartalea,,PER IL DEGNO Professore di tal Scientie,BRISCIANO,EVCLIDE,MEGARENSE PHILOSOPHO: SOLO INTROD-VTTORE DELLE SCIENTIE MATHEMATICE,,,,,,,"REASSETTATO, RIDOTTO, tradotto, AGGIONTA","latino, volgar",,,,"ogni mediocre ingegno, senza la notitia, ouer suffragio di alcun’altra scientia con facilita",,,,"CON VNA AMPLA ESPOSITIONE DELLO ISTESSO TRADOTTORE DI
NOVO AGGIONTA",,none,,,,,,,,,ai_02_13-35,SOLO INTROD-VTTORE DELLE SCIENTIE MATHEMATICE,,"CON VNA AMPLA ESPOSITIONE DELLO ISTESSO TRADOTTORE DI
NOVO AGGIONTA",,Niccolò Tartaglia,Venturino Roinelli,Venturino Roinelli,"Stampato in Vinegia per Venturino Roinelli ad instantia e requisitione de Guilielmo de Monferra, & de Pietro di Facolo da Vinegia libraro, & de Nicolo Tartalea Brisciano Tradottore: Nel Mese di Febraro. Anno di nostra salute M. D. XLIII.",,,Folio,Elements 1–15,1,D’ÉTAPLES,,https://www.google.com/books/edition/Euclide_megarense_philosopho_solo_introd/aEgC6RV8gIcC,/tps/Venice_1543_tp.png,,,,,,"""Secondo le due Tradottioni"" - meaning, Campanus and Zamberti.",False,typographic,4,none,woodcut,True,"roman, majuscule roman",,,dh,,
Paris_1545,1545,Paris,,LATIN,,Pierre de la Ramée,Euclides.,Euclid.,Euclides,,,,,Euclides,,,,,,,,,,,,,,,,,,,,,1545,Lud. Grandinum,PARISIIS,,,,,ai_02_14-55,,,,,Petrus Ramus,Ludouicus Grandinus,Ludouicus Grandinus,PARISIIS. Excudebat Ludouicus Grandinus. 1545,"PARISIIS. Apud Lud. Grandinum, è regione gymnasij Mar-iani sub signo galli. 1545.","PARIS. At Lud. Grandinum, opposite the Marian gymnasium under the sign of the rooster. 1545.",Octavo,Elements 1–15 (enunciations),1,ZAMBERTI/GRYNAEUS (THEON),200620,,,,,,,,,,,,,,,,,,,,
Rome_1545,1545,Rome,,GREEK,LATIN,Angelo Caggiano,ΕΥ’ΚΛΕΙΔΟΥ ΣΤΟΙΧΕΙΩΝ ΒΙΒΛΙΑ ιε’. EVCLIDIS ELEMENTORVM LIBRI XV.,EUCLID'S ELEMENTS BOOKS XV. EVCLIDIS ELEMENTORVM LIBRI XV.,EVCLIDIS ELEMENTORVM LIBRI XV.,,,,,"ΕΥ’ΚΛΕΙΔΟΥ, EVCLIDIS",,,,,,,,,,,,,,ΕΥ’ΚΛΕΙΔΟΥ ΣΤΟΙΧΕΙΩΝ ΒΙΒΛΙΑ ιε’,,,,,,,MDXXXXV,,ROMÆ,"Cum priuilegio S. D. N. Pauli III, & inclytæ Reip. Venetiarum, ad quinquennium.",,,,ai_02_14-55,,,,,Angelo Cajani,,,"Romæ, apud Antonium bladum Asulanum.","ROMÆ. MDXXXXV. Cum priuilegio S. D. N. Pauli III, & inclytæ Reip. Venetiarum, ad quinquennium.","ROME. 1545. With the privilege of Our Holy Lord Paul III, & the renowned Republic of Venice, for five years.",Octavo,Elements 1–15 (enunciations),1,ZAMBERTI/GRYNAEUS (THEON),,https://www.google.nl/books/edition/Eukleidou_Stoichei%C5%8Dn_biblia_15_Euclidis/_FhAsYJ0K7gC,/tps/Rome_1545_tp.png,,,,,,,False,typographic,5,none,woodcut,True,"roman, majuscule roman, italics",,,,True,
Rome_1545a,1545,Rome,,LATIN,,Angelo Caggiano,"I QVINDICI LIBRI DEGLI ELEMENTI DI EVCLIDE, DI GRECO TRADOTTI IN LINGVA THOSCANA.","THE FIFTEEN BOOKS OF THE ELEMENTS OF EUCLID, TRANSLATED FROM GREEK INTO THE TUSCAN LANGUAGE.",I QVINDICI LIBRI DEGLI ELEMENTI DI EVCLIDE,,,,,EVCLIDE,,,,,,,,TRADOTTI,"GRECO, LINGVA THOSCANA",,,,,,,,,,,,MDXXXXV,,ROMA,"Con gratia & priuilegio del S. N. S. Paulo Terzo, & della Serenissima republica Venetiana per cinque anni.",,,,ai_02_14-55,DI GRECO TRADOTTI IN LINGVA THOSCANA,,,,Angelo Cajani,Antonio Blado Asolano,Antonio Blado Asolano,Stampata in Roma per Antonio Blado Asolano. M D XLV.,"IN ROMA. MDXXXXV. Con gratia & priuilegio del S. N.
S. Paulo Terzo, & della Serenissima republica Venetiana per cinque anni.","IN ROME. MDXXXXV. With the grace & privilege of His Holiness
Paul III, & of the Most Serene Republic of Venice for five years.",Octavo,Elements 1–15 (enunciations),1,ZAMBERTI/GRYNAEUS (THEON),,https://www.google.com/books/edition/I_Quindici_libri_degli_elementi_di_Eucli/Pz3Knq5dJTkC,/tps/Rome_1545a_tp.png,,,,,,,False,typographic,4,none,woodcut,True,"majuscule roman, roman",,,,True,
Basel_1546,1546,Basel,,LATIN,,Christian Herlin,"Euclidis Megarensis mathematici
clarissimi Elementorum geo-
metricorum libri xv.

Cum expositione Theonis in priores XIII à Bartholomæo
Veneto Latinitate donata, Campani in omnes, &
Hypsiclis Alexandrini in duos postremos.

His adiecta sunt Phænomena, Catoptrica & Optica,
deinde Protheoria Marini & Data.

Postremùm uerò, Opusculum de Leui & Ponderoso,
hactenus non uisum, eiusdem autoris.","The fifteen books of geometry
by the most illustrious mathematician
Euclid of Megara.

With the commentary of Theon on the first thirteen,
translated into Latin by Bartholomew of Venice,
that of Campanus on all, and of
Hypsicles of Alexandria on the last two.

Also added are the Phenomena, Catoptrics & Optics,
then the Protheoria of Marinus & the Data.

Finally, a little work on the Light and the Heavy,
until now unseen, by the same author.",Elementorum geo-metricorum libri xv,,,,,Euclidis,Megarensis mathematici clarissimi,,"Theonis, Campani, Hyp-siclis Alexandrini, Marini, à Bartholomæo Veneto",,,,,donata,Latinitate,,,,,,,,,"expositione Theonis, Hyp-siclis Alexandrini in duos postremos, Phænomena, Catoptrica, Optica, Protheoria Marini, Data, Opusculum de Leui & Ponderoso",,,ANNO M. D. XLVI.,IOHANNEM HERVAGIVM,BASILEAE,Cum priuilegio Cæsareo.,,,,ai_02_14-55,,,"Cum expositione Theonis in priores XIII à Bartholomæo
Veneto Latinitate donata, Campani in omnes, &
Hypsiclis Alexandrini in duos postremos.

His adiecta sunt Phænomena, Catoptrica & Optica,
deinde Protheoria Marini & Data.

Postremùm uerò, Opusculum de Leui & Ponderoso,
hactenus non uisum, eiusdem autoris.",,Christianus Herlinus,IOHANNEM HERVAGIVM,Johann Herwagen,"BASILEAE, PER IOHANNEM HERVAGIVM, ANNO
M. D. XLVI. MENSE AVGVSTO.","BASILEAE, PER IOHANNEM HERVAGIVM,
MENSE AVGVSTO, ANNO
M. D. XLVI.
Cum priuilegio Cæsareo.","BASEL, BY JOHANN HERVAGIUS,
IN THE MONTH OF AUGUST, YEAR
1546.
With Imperial privilege.",Folio,Elements 1–15; Phaenomena; Catoptrica; Optica; Data; De levi et ponderoso,1,D’ÉTAPLES,,https://www.google.ro/books/edition/Euclidis_Elementorum_geometricorum_libri/swjsres6uh8C,/tps/Basel_1546_tp.png,,,,,,,False,typographic,5,none,woodcut,True,"italics, roman, majuscule roman",,"contemporary, ancient",,,
Leipzig_1549,1549,Leipzig,,LATIN,,"Joachim Kammermeister, Georg Joachim Rhäticus","Εuκλείδου στοιχείων βιβλία Eξ. EVCLIDIS ELEMENTORVM GEOMETRICORVM LIBRI SEX, CONVERSI IN LATINVM ser-
monem à Ioach. Camerario. Edebat Lipsiæ Georg. Ioach. Rhet.","Euclid's Elements Books Six. EUCLID'S ELEMENTS OF GEOMETRY BOOKS SIX, TRANSLATED INTO LATIN language by Joachim Camerarius. Published in Leipzig by Georg Joachim Rhet.",EVCLIDIS ELEMENTORVM GEOMETRICORVM LIBRI SEX,Ioach. Camerario,,,,"Εuκλείδου, EVCLIDIS",,,,,,,,CONVERSI,LATINVM,,,,,Εuκλείδου στοιχείων βιβλία Eξ,,,,,,,M. D. XLIX,,,,,,,ai_02_14-55,,,,,"Georg Joachim Rhäticus, Joachim Camerarius",Georg. Ioach. Rhet.,Georg Joachim Rhäticus,,EXPRIMENTE VALENTINO PAPA. ANNO M. D. XLIX.,EXPERIENCE VALENTINO POPE. YEAR 1549.,Octavo,Elements 1–6 (enunciations),1,ZAMBERTI/GRYNAEUS (THEON),654436,http://resolver.staatsbibliothek-berlin.de/SBB00008F7C00000000,/tps/Leipzig_1549_tp.png,,,,,,,False,typographic,5,none,woodcut,True,"roman, majuscule roman",,,,,
Paris_1549,1549,Paris,,LATIN,,Pierre de la Ramée,EVCLIDES.,Euclid.,EVCLIDES,,,,,EVCLIDES,,,,,,,,,,,,,,,,,,,,,1549,Thomam Richardum,PARISIIS,,,,,ai_02_14-55,,,,,Petrus Ramus,Thomas Richardus,Thomas Richardus,PARISIIS. Excudebat Thomas Richardus. 1549.,"PARISIIS. Apud Thomam Richardum, sub Bibliis aureis, è regione Collegij Remensis. 1549.","PARIS. At Thomas Richard, under the Golden Bible, opposite the College of Reims. 1549.",Octavo,Elements 1–15 (enunciations),1,ZAMBERTI/GRYNAEUS (THEON),,https://www.google.com/books/edition/Euclides_Lat_Containing_the_definitions/Oi3heWQjM-kC,/tps/Paris_1549_tp.png,,,,,,,False,typographic,4,none,woodcut,True,"roman, italics, majuscule roman",,,,,many
Paris_1551a,1551,Paris,,LATIN,,Pierre de Mondoré,"Euclidis elementorum LIBER DECIMVS, PETRO Montaureo interprete. Ad Ioannem Bellaïum Cardinalem.","Euclid's Elements BOOK TEN, translated by PETER Montaureus. To Cardinal John Bellay.",Euclidis elementorum LIBER DECIMVS,PETRO Montaureo,,interprete,,Euclidis,,,,Ioannem Bellaïum Cardinalem,,,,,,,,,,,,,,,,,M. D. LI.,Vascosanum,LVTETIAE,CVM PRIVILEGIO,,,,ai_02_14-55,,,,,Pierre de Mondoré,Vascosanum,Jean de Vascosan,,"LVTETIAE, Apud Vascosanum, uia Iacobæa ad insigne Fontis. M. D. LI. CVM PRIVILEGIO.","LUTETIAE, At Vascosan, via Jacobea at the sign of the Fountain. 1551. WITH PRIVILEGE.",Quarto,Elements 10,1,MONDORÉ,,https://www.google.com/books/edition/Euclidis_Elementorum_liber_decimus_Petro/chWpZK0gSAkC,/tps/Paris_1551a_tp.png,,,,,,,False,typographic,6,none,none,True,"roman, majuscule roman, italics",,,,,
Paris_1552,1552,Paris,,LATIN,,Pierre de Mondoré,"Euclidis elementorum LIBER DECIMVS, PETRO Montaureo interprete. Ad Ioannem Bellaïum Cardinalem.","Euclid's Elements BOOK TEN, translated by PETER Montaureus. To Cardinal John Bellay.",Euclidis elementorum LIBER DECIMVS,PETRO Montaureo,,interprete,,Euclidis,,,,Ioannem Bellaïum Cardinalem,,,,,,,,,,,,,,,,,M. D. LII.,Vascosanum,LVTETIAE,CVM PRIVILEGIO,,,,ai_02_14-55,,,,,Pierre de Mondoré,Vascosanum,Jean de Vascosan,,"LVTETIAE, Apud Vascosanum, uia Iacobæa ad insigne Fontis. M. D. LII. CVM PRIVILEGIO.","LUTETIAE, At Vascosan's, on Jacob Street at the sign of the Fountain. 1552. WITH PRIVILEGE.",Quarto,Elements 10,1,MONDORÉ,-,,,,,,,,,,,,,,,,,,,,
Cologne_1556,1556,Cologne,,LATIN,,Valentin Naboth,"EVCLIDIS MEGARENSIS MATHEMATICI CLARISS. El-
ementorum Geometricorum liber primus, cui ex sequentibus libris accesserunt Propositiones selectæ atque ita ordinatae, ut demonstrari queant obseruata Geometrarum Methodo.","EVCLIDIS MEGARENSIS MATHEMATICI CLARISS. The
first book of the Geometric Elements, to which selected Propositions from the following books have been added and arranged in such a way that they can be demonstrated by observing the Method of Geometers.","El-
ementorum Geometricorum liber primus",,,,,EVCLIDIS,MEGARENSIS MATHEMATICI CLARISS.,,,,,,,demonstrari,,,,,,,,,"Propositiones selectæ, Methodo",,,,1556,hæredes Arnoldi Birckmanni,COLONIAE,,,,,ai_02_14-55,ut demonstrari queant obseruata Geometrarum Methodo,,cui ex sequentibus libris accesserunt Propositiones selectæ atque ita ordinatae,,Nabod,Birckmann,Birckmann,,"COLONIAE, Apud hæredes Arnoldi Birckmanni. 1556.","COLONIAE, At the heirs of Arnold Birckmann. 1556.",Octavo,Elements 1 (enunciations); Elements 2–15 (selection of enunciations),1,D’ÉTAPLES,,https://www.google.com/books/edition/Euclidis_Megarensis_mathematici_clariss/f7tpAAAAcAAJ,/tps/Cologne_1556_tp.png,,,,,,,False,typographic,5,none,woodcut,True,"roman, majuscule roman",,,,,
Lyon_1557,1557,Lyon,,LATIN,,Jacques Peletier,"IACOBI PELETARII CENOMANI, In Euclidis Elementa Ge-ometrica Demonstrationum Libri sex. Ad Carolum Lotharingum, Principem, Cardinalemque; amplissimum.","JACOBUS PELETARIUS OF LE MANS, Six Books of Demonstrations on Euclid's Geometric Elements. To Charles of Lorraine, the most illustrious Prince and Cardinal.",Euclidis Elementa Ge-ometrica Demonstrationum Libri sex,IACOBI PELETARII CENOMANI,,,,,,,,"Ad Carolum Lotharingum, Principem, Cardinalemque; amplissimum",,,,,,,,,,,,,,,,,M. D. LVII.,"IOAN. TORNÆSIVM, GVL. GAZEIVM",LVGDVNI,Cum Priuilegio Regis.,,,,ai_02_14-55,,,,,Jacques Peletier,IOAN. TORNÆSIVM ET GVL. GAZEIVM,"Jean de Tournes, Guillaume Gazeau",,"LVGDVNI, APVD IOAN. TORNÆSIVM ET GVL.
GAZEIVM. M. D. LVII. Cum Priuilegio Regis.","LYONS, AT JOHN. TORNÆSIUS AND JUL.
GAZEIUS. 1557. With the Privilege of the King.",Folio,Elements 1–6,1,D’ÉTAPLES,,https://www.google.com/books/edition/Iacobi_Peletarii_Cenomani_In_Euclidis_El/bsz37Ilvq3QC,/tps/Lyon_1557_tp.png,,,,,,,False,standard,5,woodcut,woodcut,False,"roman, majuscule roman, italics",,,dh,True,
Paris_1557,1557,Paris,,LATIN,,"Jean Magnien, Étienne Gracile","EVCLIDIS ELEMENTORVM LIBRI XV. GRAEcè & Latiné,
Quibus, cùm ad omnem Mathematicæ scientiæ partem, tùm ad quamlibet Geometriæ tractationem, facilis comparatur aditus.","THE FIFTEEN BOOKS OF EUCLID'S ELEMENTS. IN GREEK & LATIN,
By which, both to every part of Mathematical science, and to any treatment of Geometry, an easy approach is provided.",EVCLIDIS ELEMENTORVM LIBRI XV.,,,,,EVCLIDIS,,,,,,,,,GRAEcè & Latiné,,,,,,,,"ad omnem Mathematicæ scientiæ partem, ad quamlibet Geometriæ tractationem, facilis comparatur aditus",,EVCLIDIS ELEMENTORVM LIBRI XV.,,1557,Gulielmum Cauellat,LVTETIAE,,,,,ai_02_14-55,GRAEcè & Latiné,,,,,Gulielmum Cauellat,,,"LVTETIAE, Apud Gulielmum Cauellat, in pingui Gallina, ex aduerso collegij Cameracensis. 1557.","LUTETIAE, At William Cauellat, in the Fat Hen, opposite the College of Cambrai. 1557.",Octavo,Elements 1–15 (enunciations),1,MAGNIENUS/GRACILIS and DASYPODIUS,,https://www.google.com/books/edition/Eisag%C5%8Dg%C4%93_harmonik%C4%93/EUM8AAAAcAAJ,/tps/Paris_1557_tp.png,,,,,,,False,typographic,6,none,woodcut,True,"roman, italics, majuscule roman",,,,,
